"","Date.Time","Contact Type","Topic","Comments"
"1950","2015-10-22 14:24:00","In Person","Registrar","location of registars office"
"1951","2015-10-22 14:40:00","In Person","Registrar","location of registars office"
"1952","2015-10-22 14:41:00","Phone","Lynx Center Supplies (Computer Etc.)","lost laptop"
"1953","2015-10-25 12:06:00","In Person","Auraria CampusFacilities","Bathroom"
"1954","2015-10-25 13:24:00","Phone","Lynx  Center Staff","Samantha"
"1955","2015-10-25 13:32:00","In Person","Financial AidAuraria CampusCUD Depts. / Offices",""
"1956","2015-10-25 13:43:00","In Person","Lynx Center Supplies (Computer Etc.)","Poster Approval"
"1957","2015-10-25 15:26:00","Phone","General Info","Dean's Signature"
"1958","2015-10-25 15:30:00","Phone","Online Orientation","Sign-Up"
"1959","2015-10-25 15:34:00","In Person","General Info","Dean's Signature"
"1960","2015-10-25 15:36:00","In Person","CUD Depts. / OfficesGeneral Info","5th Floor"
"1961","2015-10-25 15:48:00","In Person","Auraria CampusHealth Center",""
"1962","2015-10-25 15:58:00","In Person","General Info","Withdrawal Form"
"1963","2015-10-25 16:02:00","In Person","Health Center","Time "
"1964","2015-10-25 16:30:00","In Person","Registrar",""
"1965","2015-10-25 16:34:00","In Person","Lynx Center Supplies (Computer Etc.)","Printed Paper"
"1966","2015-10-25 08:55:00","In Person","Computer Lab","Computer Lab location"
"1967","2015-10-25 10:21:00","Phone","CUD Buildings","Sustainability Office location"
"1968","2015-10-25 10:36:00","In Person","Registrar","Registrar location"
"1969","2015-10-25 10:40:00","In Person","Registrar","Registrar location"
"1970","2015-10-25 10:41:00","In Person","Registrar","Registrar location"
"1971","2015-10-25 11:20:00","In Person","Lynx Center Supplies (Computer Etc.)","Stapler"
"1972","2015-10-25 11:22:00","In Person","Registrar","How to get an official transcript"
"1973","2015-10-25 11:24:00","In Person","Computer Lab","How computer printing works"
"1974","2015-10-25 11:25:00","In Person","ITS","Forgot Password"
"1975","2015-10-25 11:27:00","In Person","General Info","Closing Time for Offices"
"1976","2015-10-25 11:28:00","In Person","Registrar","Registrar location"
"1977","2015-10-25 01:30:00","In Person","Admissions","Admissions Location"
"1978","2015-10-25 01:35:00","In Person","ASAC","ASAC location"
"1979","2015-10-25 11:36:00","In Person","General Info","How to eliminate holds"
"1980","2015-10-25 11:45:00","In Person","Lynx Center Supplies (Computer Etc.)","Microwave"
"1981","2015-10-25 11:45:00","In Person","Lynx Center Supplies (Computer Etc.)","Microwave"
"1982","2015-10-25 11:58:00","In Person","ITS","Wifi connecting help"
"1983","2015-10-25 08:30:00","Phone","Auraria Campus","Event"
"1984","2015-10-25 08:35:00","Phone","CUD Depts. / Offices","SPA"
"1985","2015-10-25 08:40:00","Phone","UCDAccess/Portal","Course Catalog"
"1986","2015-10-25 09:10:00","Phone","Lynx Center Supplies (Computer Etc.)","stapler"
"1987","2015-10-25 09:25:00","Phone","CUD Depts. / Offices","Soccer field renting"
"1988","2015-10-25 09:49:00","Phone","Lost and Found",""
"1989","2015-10-25 09:51:00","Phone","AB1 Classrooms","Computer Lab"
"1990","2015-10-25 10:10:00","Phone","Registrar","Add/drop"
"1991","2015-10-25 10:13:00","Phone","Admissions","Campus Tour"
"1992","2015-10-25 10:35:00","Phone","Bursar",""
"1993","2015-10-25 10:42:00","Phone","UCDAccess/Portal",""
"1994","2015-10-25 10:47:00","Phone","UCDAccess/Portal","Password Reset"
"1995","2015-10-25 10:49:00","Phone","CUD Depts. / Offices","CLAS dean's office"
"1996","2015-10-25 12:15:00","Phone","AB1 Classrooms","Computer lab "
"1997","2015-10-25 12:36:00","Phone","General Info","Flyer Poster"
"1998","2015-10-25 07:48:00","In Person","Lost and Found","Lost & Found"
"1999","2015-10-25 08:42:00","In Person","General Info","Add/Drop Form"
"2000","2015-10-25 08:51:00","In Person","AB1 Classrooms","SCB 2071 location"
"2001","2015-10-25 09:05:00","In Person","Lynx  Center Staff","Paul Rakowski for Samantha Kelly"
"2002","2015-10-25 09:13:00","In Person","ASAC","Appointment with ASAC"
"2003","2015-10-25 09:14:00","In Person","Registrar","Registrars location"
"2004","2015-10-25 09:25:00","In Person","Admissions","Admissions location"
"2005","2015-10-25 09:30:00","In Person","AdmissionsGeneral Info","Bathroom & tour"
"2006","2015-10-25 09:33:00","In Person","MATHAB1 Classrooms","Math Dept & SCB"
"2007","2015-10-25 09:40:00","In Person","General Info","Add/Drop Form"
"2008","2015-10-25 09:42:00","In Person","UCDAccess/Portal","Help student add class to 
shopping cart"
"2009","2015-10-25 09:43:00","In Person","Admissions","Campus tour"
"2010","2015-10-25 09:49:00","In Person","CUD Depts. / Offices","Masters in Econ (?)"
"2011","2015-10-25 10:05:00","Phone","2","Course # for dropping a class"
"2012","2015-10-25 10:50:00","In Person","Lost and Found","Lost & Found"
"2013","2015-10-25 10:52:00","In Person","General Info","Wanted brochures about school"
"2014","2015-10-25 11:00:00","In Person","General Info","Add/Drop Form"
"2015","2015-10-25 11:00:00","Phone","Freshman Orientation","Add guest to NSO"
"2016","2015-10-25 00:00:00","Phone","UCDAccess/Portal","Claiming account"
"2017","2015-10-25 12:14:00","In Person","ASACAuraria CampusCUD Depts. / Offices","Appointment"
"2018","2015-10-26 12:42:00","In Person","General Info","Class Withdrawals"
"2019","2015-10-26 12:55:00","In Person","Bursar",""
"2020","2015-10-26 13:09:00","Phone","Lost and Found","Purse"
"2021","2015-10-26 13:33:00","In Person","Int'l Admissions",""
"2022","2015-10-26 13:40:00","In Person","Lynx Center Supplies (Computer Etc.)","Printed Paper"
"2023","2015-10-26 13:42:00","In Person","Lynx Center Supplies (Computer Etc.)","Computer"
"2024","2015-10-26 14:30:00","In Person","Health Center","Immunization records turn in"
"2025","2015-10-26 15:08:00","In Person","Bursar","location of bursars office"
"2026","2015-10-26 15:41:00","In Person","AB1 Classrooms","location of room 1113"
"2027","2015-10-26 15:45:00","In Person","Admissions","location of admissions office"
"2028","2015-10-26 15:47:00","In Person","LRC","location of the LRC"
"2029","2015-10-26 15:59:00","In Person","Scholarship Resource Office","location of scholarship office"
"2030","2015-10-26 16:03:00","In Person","Registrar","where to get transcripts"
"2031","2015-10-26 12:37:00","In Person","General Info","Restroom"
"2032","2015-10-26 01:34:00","In Person","Registrar","Add/Drop"
"2033","2015-10-26 03:08:00","Phone","Freshman Orientation",""
"2034","2015-10-26 03:25:00","In Person","Int'l Admissions",""
"2035","2015-10-26 03:27:00","In Person","Lost and Found",""
"2036","2015-10-26 04:00:00","Phone","Freshman Orientation",""
"2037","2015-10-26 04:12:00","Phone","Freshman Orientation",""
"2038","2015-10-26 04:54:00","In Person","General Info","ATM"
"2039","2015-10-26 08:22:00","In Person","LRC","Study Space"
"2040","2015-10-27 09:35:00","In Person","General Info","Withdrawal Form"
"2041","2015-10-27 15:30:00","In Person","Lost and Found","P.E./Tivoli"
"2042","2015-10-27 15:38:00","In Person","General Info","Printed Paper"
"2043","2015-10-27 15:44:00","In Person","Registrar",""
"2044","2015-10-27 15:52:00","In Person","Lynx Center Supplies (Computer Etc.)","Poster Approval"
"2045","2015-10-27 15:55:00","In Person","Lynx  Center Staff","Samantha"
"2046","2015-10-27 12:20:00","In Person","AB1 Classrooms","Back-to-school luncheon location"
"2047","2015-10-27 02:29:00","In Person","Int'l Admissions","Internation Advising"
"2048","2015-10-27 02:36:00","In Person","General Info","Restroom"
"2049","2015-10-27 03:13:00","In Person","Int'l Admissions","Internation Advising"
"2050","2015-10-27 03:30:00","In Person","Registrar","Bursar's location"
"2051","2015-10-27 04:15:00","In Person","Int'l Admissions","International Admissions Mailbox"
"2052","2015-10-27 11:59:00","In Person","General Info","color and chat"
"2053","2015-10-27 12:09:00","In Person","General Info","cherry creek res. Facts"
"2054","2015-10-27 12:24:00","Phone","ITS","IT help"
"2055","2015-10-27 12:30:00","In Person","General Info","elevator loc."
"2056","2015-10-27 12:45:00","In Person","ASAC","ASAC"
"2057","2015-10-27 01:02:00","In Person","CUD Depts. / Offices","office of alum location"
"2058","2015-10-27 01:19:00","In Person","General Info","student ID #"
"2059","2015-10-27 01:27:00","In Person","General Info","coloring"
"2060","2015-10-27 02:46:00","In Person","AB1 Classrooms","printing location "
"2061","2015-10-27 02:50:00","In Person","Lost and Found","lost & found"
"2062","2015-10-27 02:58:00","Phone","Online Orientation","orientation help"
"2063","2015-10-27 03:05:00","In Person","CUD Depts. / Offices","course catalog help-buisiness school"
"2064","2015-10-27 03:20:00","In Person","Int'l Admissions","international admissions"
"2065","2015-10-27 03:24:00","In Person","General Info","setting up tabling"
"2066","2015-10-27 03:30:00","In Person","Bursar","bursars location"
"2067","2015-10-27 03:37:00","In Person","Auraria Campus","school job inquiry"
"2068","2015-10-27 04:42:00","In Person","Lynx  Center Staff","lisa to sam"
"2069","2015-10-27 08:15:00","In Person","General Info","Study abroad office posting"
"2070","2015-10-27 08:47:00","In Person","ASAC","Advising appt"
"2071","2015-10-27 08:51:00","In Person","Admissions","Campus tour"
"2072","2015-10-27 09:34:00","Phone","Freshman Orientation","Sign up for NSO"
"2073","2015-10-27 09:40:00","In Person","General Info","How to drop a class"
"2074","2015-10-27 09:58:00","In Person","CUD Depts. / Offices","Chem Dept location"
"2075","2015-10-27 10:00:00","In Person","Admissions","Campus tour"
"2076","2015-10-27 10:10:00","In Person","Admissions","Campus tour"
"2077","2015-10-27 01:01:00","In Person","CUD Depts. / Offices","Office of Alumni location"
"2078","2015-10-27 01:04:00","In Person","ASAC","Advising & drop a class"
"2079","2015-10-27 10:42:00","In Person","Lynx Center Supplies (Computer Etc.)","Individual wanted to borrow Lynx cart "
"2080","2015-10-27 10:52:00","In Person","General Info","Restroom location "
"2081","2015-10-27 10:53:00","In Person","Admissions","Admissions location for campus tour "
"2082","2015-10-27 10:55:00","In Person","LRC","LRC location "
"2083","2015-10-27 11:15:00","In Person","General Info","Individual posting posters on the first floor "
"2084","2015-10-27 11:53:00","In Person","Financial Aid","financial Aid Office location "
"2085","2015-10-27 11:58:00","In Person","AB1 Classrooms","AB1- 4021 location "
"2086","2015-10-27 12:00:00","In Person","Qdoba","Quodoba location "
"2087","2015-10-27 01:25:00","In Person","General Info","Needed to get ID #"
"2088","2015-10-27 12:10:00","In Person","Auraria CampusHealth Center",""
"2089","2015-10-28 12:18:00","In Person","Bursar",""
"2090","2015-10-28 12:19:00","In Person","",""
"2091","2015-10-28 12:50:00","In Person","Auraria Campus","Location of Experientail learning center"
"2092","2015-10-28 13:47:00","In Person","Lynx Center Supplies (Computer Etc.)","use of phone"
"2093","2015-10-28 14:08:00","In Person","Auraria Campus","Location of Experientail learning center"
"2094","2015-10-28 14:26:00","In Person","AB1 Classrooms","location of 1401"
"2095","2015-10-28 14:34:00","Phone","Admissions","how to know if a person has instate tuition"
"2096","2015-10-28 15:05:00","In Person","MATH","location of math department"
"2097","2015-10-28 15:44:00","In Person","Health Center","Immunization records turn in"
"2098","2015-10-28 15:51:00","In Person","Registrar","location of registars office"
"2099","2015-10-28 16:29:00","In Person","Lynx Center Supplies (Computer Etc.)","free CU gear"
"2100","2015-10-28 16:31:00","In Person","CUD Depts. / Offices","pre-business advising office"
"2101","2015-10-28 16:44:00","In Person","CUD Depts. / Offices","advising office for computer science"
"2102","2015-10-28 02:38:00","Phone","CUD Depts. / Offices","Joe Halter"
"2103","2015-10-28 02:51:00","In Person","CUD Buildings",""
"2104","2015-10-28 02:52:00","In Person","Registrar","Add/Drop"
"2105","2015-10-28 03:01:00","Phone","Admissions","Derfering a term"
"2106","2015-10-28 03:21:00","In Person","AB1 Classrooms","3219"
"2107","2015-10-28 03:42:00","In Person","Lynx Center Supplies (Computer Etc.)","Phone to Call Taxi"
"2108","2015-10-28 09:17:00","In Person","General Info","Calculator"
"2109","2015-10-28 09:45:00","In Person","General Info","Restroom"
"2110","2015-10-28 09:38:00","In Person","Admissions","Campus Tour"
"2111","2015-10-28 09:39:00","In Person","Admissions","Campus Tour"
"2112","2015-10-28 09:50:00","In Person","Lost and Found","Lost and Found"
"2113","2015-10-28 09:51:00","In Person","Admissions","Campus Tour"
"2114","2015-10-28 10:00:00","In Person","Computer Lab","Where to print?  "
"2115","2015-10-28 10:05:00","In Person","Admissions","Campus Tour"
"2116","2015-10-28 10:14:00","In Person","Admissions","Campus Tour"
"2117","2015-10-28 10:17:00","In Person","CUD Buildings","CU Building"
"2118","2015-10-28 11:14:00","In Person","CUD Depts. / Offices","Advising in North"
"2119","2015-10-28 11:41:00","In Person","","Transfer transcript"
"2120","2015-10-28 11:56:00","Phone","General Info","Tabling"
"2121","2015-10-28 11:57:00","In Person","AB1 Classrooms","1401"
"2122","2015-10-28 12:00:00","Phone","General Info","Business School phone number"
"2123","2015-10-28 08:15:00","In Person","Registrar",""
"2124","2015-10-28 09:00:00","In Person","CUD Depts. / Offices","Economics department"
"2125","2015-10-28 09:15:00","In Person","General Info","where to purchase a calculator"
"2126","2015-10-28 09:19:00","In Person","General Info","where to purchase orange juice"
"2127","2015-10-28 09:32:00","In Person","General Info","Employee services fair"
"2128","2015-10-28 09:50:00","In Person","CUD Buildings","CU Denver building"
"2129","2015-10-28 09:50:00","In Person","Lost and Found",""
"2130","2015-10-28 11:15:00","In Person","CUD Depts. / Offices","Would like to change major…CLAS Advising"
"2131","2015-10-28 11:15:00","In Person","General Info","ATM"
"2132","2015-10-28 11:30:00","In Person","Auraria Campus","AHEC mail office"
"2133","2015-10-28 11:32:00","In Person","AB1 Classrooms","1401"
"2134","2015-10-28 09:37:00","In Person","Admissions","Admissions location for campus tour "
